gene,p_val,avg_log2FC,pct.1,pct.2,p_val_adj
HADHA,0.176592207,0.232813935,0.281,0.246,1
COMMD4,0.176802259,1.012060694,0.057,0.029,1
TMEM173,0.176819211,0.522288767,0.135,0.094,1
DCTN6,0.176852416,-0.864481163,0.038,0.065,1
GLMP,0.177043381,0.419945459,0.059,0.043,1
PCMTD1,0.177236259,0.290039874,0.178,0.14,1
ZNF121,0.177422355,-0.151916553,0.05,0.053,1
DGKD,0.177444664,0.103986965,0.143,0.125,1
RHBDF2,0.178112476,0.454268458,0.064,0.042,1
OLA1,0.178186068,0.130192333,0.218,0.189,1
ADD1,0.178314035,0.335005023,0.202,0.157,1
SOD2,0.178389631,0.169567007,0.341,0.317,1
RELA,0.179515899,-0.257812445,0.173,0.199,1
PPP1R7,0.179543861,-0.104762704,0.175,0.176,1
LILRB2,0.17979727,1.38672596,0.09,0.042,1
SEC24D,0.180210274,0.327517236,0.076,0.056,1
ACO2,0.18027572,0.278981857,0.118,0.095,1
DNAJB2,0.180312229,0.196737951,0.092,0.082,1
SEC23B,0.180329225,0.31594267,0.067,0.05,1
MBD6,0.181350009,0.561426444,0.053,0.035,1
EIF2AK2,0.182205123,0.100511306,0.146,0.131,1
RNF19B,0.182624826,0.387255919,0.065,0.049,1
CARS,0.182732939,0.434955244,0.054,0.039,1
IMMT,0.182986232,0.251560023,0.092,0.072,1
FOXP1,0.182993062,-0.231102452,0.519,0.563,1
PGS1,0.183459688,0.270519232,0.104,0.084,1
HTATIP2,0.184010384,0.867881809,0.102,0.056,1
U2SURP,0.184077155,-0.156410315,0.322,0.347,1
NDUFB6,0.184101988,0.143278631,0.172,0.149,1
TOR3A,0.184406278,0.211631819,0.072,0.059,1
IPO7,0.184557324,0.174917387,0.11,0.093,1
PPP1CB,0.184860908,-0.315646477,0.231,0.263,1
LINC01871,0.185108878,1.777009024,0.103,0.034,1
MRPS33,0.186159908,0.351540881,0.069,0.052,1
SMARCD1,0.18743128,-0.194130442,0.129,0.143,1
IRS2,0.187591701,-0.255428596,0.108,0.122,1
CDIP1,0.188005513,0.559158721,0.055,0.037,1
SLC7A6,0.188484352,0.195722841,0.064,0.056,1
LRRC25,0.188840065,1.191829142,0.069,0.033,1
CDIPT,0.189630252,0.805035642,0.085,0.046,1
ARAP1,0.189897295,0.375412711,0.102,0.073,1
RING1,0.190023371,0.434689086,0.088,0.065,1
MARK4,0.19026177,0.44845304,0.054,0.038,1
ACP1,0.190708409,-0.12289869,0.287,0.307,1
MLLT3,0.19086391,-0.253894954,0.106,0.124,1
POU2F2,0.190904876,0.976736447,0.096,0.048,1
STK38,0.191205542,0.574335499,0.235,0.161,1
FAM3C,0.191621794,-0.308832844,0.078,0.092,1
VPS36,0.192956292,0.437814899,0.143,0.103,1
MRPL27,0.19370023,0.401393689,0.062,0.045,1
RPF1,0.19391468,-0.13546216,0.145,0.16,1
EIF6,0.194326429,0.139272694,0.162,0.141,1
RBM17,0.195353704,-0.217397804,0.293,0.324,1
RBM33,0.1954546,-0.144713904,0.267,0.283,1
ATP6V1G1,0.195757479,-0.176071397,0.614,0.655,1
MICU1,0.196324634,0.701716916,0.09,0.052,1
SLC35B1,0.197086506,-0.274800484,0.064,0.069,1
DCUN1D1,0.197168218,-0.184407153,0.067,0.076,1
DTX3L,0.197511347,0.696961567,0.079,0.046,1
ARID4B,0.197760531,-0.139385107,0.507,0.526,1
ACADM,0.198410947,1.201292607,0.051,0.022,1
ENTPD4,0.198782131,-0.105486478,0.097,0.1,1
SMG7,0.198861354,0.177218199,0.113,0.095,1
DDX54,0.199645226,0.153721531,0.088,0.077,1
NBEAL2,0.200101346,0.129434734,0.091,0.079,1
PHKB,0.200210498,0.478890006,0.082,0.057,1
SNX27,0.200879251,0.828411551,0.07,0.036,1
MX2,0.201351598,0.492473871,0.063,0.041,1
SLC25A26,0.201454782,-0.298039742,0.117,0.136,1
LMO4,0.201463871,0.163145977,0.086,0.073,1
LRRC8C,0.201508624,-0.30472285,0.138,0.159,1
THRA,0.201982998,0.131514,0.072,0.067,1
ZMYND11,0.202053549,0.437090152,0.106,0.079,1
DNAJC15,0.202274742,-0.242760227,0.203,0.223,1
SMC1A,0.202315071,0.537812872,0.114,0.077,1
DNAJC2,0.203972106,-0.127006147,0.196,0.206,1
NEAT1,0.204031718,0.420111478,0.357,0.299,1
UQCR10,0.204094581,0.279060109,0.416,0.354,1
ZNF414,0.204311576,0.254785657,0.087,0.075,1
OXLD1,0.204356239,0.305548694,0.095,0.079,1
PIH1D1,0.204511462,0.599426177,0.096,0.06,1
HMGN4,0.204954354,0.443051499,0.152,0.114,1
STX4,0.205688879,0.205170733,0.076,0.065,1
SMIM25,0.205895351,1.017633504,0.083,0.049,1
CYTH2,0.20656872,0.471374209,0.051,0.036,1
HCLS1,0.20656973,0.530000336,0.485,0.378,1
AP2A2,0.206703717,0.38051946,0.063,0.047,1
ZBTB44,0.207882119,0.137369068,0.085,0.073,1
CDKN2D,0.20799619,0.145129128,0.372,0.343,1
ZNF655,0.208283543,-0.318183481,0.165,0.199,1
COA3,0.209127116,1.192738372,0.057,0.021,1
CIR1,0.209169928,-0.27295155,0.269,0.309,1
DDX50,0.20963498,-0.212659525,0.14,0.153,1
ATAD2,0.210151283,-0.178226315,0.094,0.103,1
CCDC43,0.210800397,-0.247406485,0.052,0.057,1
PUS7L,0.211457979,0.333323731,0.052,0.041,1
HIST3H2A,0.211652886,-0.297901263,0.065,0.077,1
ZC3H3,0.212070176,0.205464628,0.054,0.045,1
RLF,0.212608628,-0.135606828,0.205,0.211,1
SDHD,0.212930434,0.100341482,0.17,0.155,1
B4GALT3,0.213025709,0.504012157,0.077,0.055,1
KDELR2,0.213589001,0.18337704,0.208,0.176,1
GTPBP4,0.213601669,-0.186494649,0.111,0.123,1
CDK17,0.213775414,-0.25010215,0.322,0.357,1
TMEM185B,0.214637828,0.299081811,0.051,0.041,1
LPGAT1,0.215024319,0.165274044,0.154,0.125,1
EI24,0.215140028,-0.133579032,0.071,0.078,1
EIF5A,0.215300968,-0.279004449,0.639,0.716,1
OXR1,0.215434463,0.245096629,0.104,0.087,1
ARL1,0.217246055,-0.2523973,0.049,0.052,1
CYSTM1,0.217737421,-0.116337914,0.076,0.073,1
TIMM9,0.2178543,-0.145450524,0.071,0.078,1
UBQLN1,0.219407582,0.105683639,0.22,0.199,1
LIX1L,0.219495546,0.292330192,0.091,0.071,1
KDM3A,0.219604594,-0.284396644,0.104,0.124,1
MDM4,0.219779658,-0.140752637,0.205,0.214,1
CACYBP,0.22026268,-0.214124727,0.233,0.254,1
DCTD,0.220449105,0.163286544,0.097,0.086,1
MZT2A,0.220781389,0.239420607,0.29,0.255,1
NQO2,0.221458389,0.755696527,0.075,0.044,1
ATXN3,0.221717994,0.194469237,0.07,0.058,1
LINC02446,0.222086823,0.594778498,0.064,0.042,1
DLST,0.222497819,-0.104142097,0.126,0.131,1
SQOR,0.223385439,0.663708786,0.108,0.066,1
SLC35C2,0.223786545,0.345260575,0.087,0.068,1
RASA4,0.224710974,-0.199639032,0.052,0.056,1
MMGT1,0.224979607,0.174533214,0.155,0.136,1
SVIL,0.225293019,0.251661745,0.107,0.085,1
PPP4R3A,0.225789854,-0.111019804,0.228,0.235,1
NDUFV2-AS1,0.226490065,-0.395194883,0.06,0.076,1
CFAP298,0.226674118,1.177563777,0.061,0.027,1
SLC39A3,0.226844355,0.395504084,0.056,0.042,1
SEC11A,0.226906336,0.242863053,0.285,0.241,1
ABHD16A,0.227057647,0.353170363,0.073,0.056,1
CUL4A,0.228274111,-0.204704879,0.209,0.224,1
ATP2A2,0.228775553,-0.182231047,0.095,0.097,1
DIABLO,0.229691524,-0.40849921,0.062,0.078,1
KIAA1328,0.229786225,0.522943136,0.057,0.038,1
NUP42,0.229969102,0.512873151,0.08,0.054,1
FCHSD2,0.23004981,0.143765786,0.104,0.083,1
TCHP,0.230317973,0.912132591,0.064,0.035,1
COX17,0.230684184,0.143745314,0.24,0.215,1
SETD3,0.230836573,0.765633628,0.089,0.051,1
MTIF3,0.230871663,0.814730481,0.114,0.064,1
ZNF318,0.231377997,0.350657622,0.056,0.043,1
LILRB3,0.23148548,1.448838444,0.055,0.021,1
APAF1,0.231489996,0.764652811,0.059,0.033,1
ELOVL1,0.231745847,0.24083429,0.121,0.099,1
NEK9,0.232029489,0.147646441,0.091,0.083,1
DRAM2,0.232411199,0.38000057,0.11,0.086,1
CCDC174,0.23286831,-0.144862237,0.136,0.147,1
DPF2,0.233149461,0.120066648,0.071,0.064,1
NINJ1,0.233202144,-0.490735084,0.329,0.432,1
LYRM2,0.233570882,0.13551355,0.121,0.108,1
C5AR1,0.233894301,0.364506412,0.082,0.053,1
ACSL1,0.23402758,0.672402263,0.121,0.088,1
TAX1BP1,0.234232854,-0.160542507,0.468,0.494,1
NPEPL1,0.234266551,0.235180265,0.064,0.051,1
FAM122B,0.234571414,0.162958533,0.057,0.05,1
ZNF106,0.234829346,0.412241659,0.181,0.135,1
COPS7B,0.23500713,0.443363244,0.051,0.038,1
NAGPA,0.235376792,0.106329471,0.069,0.061,1
MYNN,0.235787218,0.26028455,0.077,0.065,1
KDM4C,0.235800974,0.176721831,0.212,0.187,1
OSBPL3,0.238122178,0.145373197,0.064,0.055,1
RNF14,0.238557005,0.183046505,0.051,0.042,1
TARS,0.239095121,0.313434658,0.057,0.043,1
WDR48,0.239537858,-0.166802795,0.143,0.159,1
PSIP1,0.239608769,0.184414339,0.306,0.272,1
PURA,0.2406251,0.325032748,0.136,0.109,1
ABHD12,0.240771151,0.10015328,0.097,0.084,1
SNX5,0.240802954,0.547496675,0.131,0.09,1
NBPF14,0.241735106,0.407003624,0.07,0.052,1
PWWP2A,0.242037896,0.302434491,0.053,0.043,1
DENND10,0.242067425,0.298722729,0.119,0.092,1
SPTLC2,0.242510303,0.460918554,0.092,0.065,1
FLII,0.242604232,0.799228197,0.094,0.055,1
ACAA2,0.243171536,0.513203729,0.124,0.083,1
COASY,0.245424567,0.219499446,0.055,0.044,1
AAGAB,0.246476955,0.307767066,0.082,0.062,1
ETNK1,0.246738193,0.202449977,0.143,0.12,1
HMBOX1,0.246892275,0.478024118,0.058,0.038,1
NIPSNAP2,0.247045119,-0.133265046,0.146,0.154,1
RAP1GDS1,0.247714946,0.222964235,0.151,0.126,1
AGPAT5,0.247988807,-0.588164189,0.05,0.072,1
PA2G4,0.248254494,0.170892948,0.277,0.242,1
MRE11,0.248621383,0.520318302,0.051,0.035,1
SDAD1,0.248827713,0.328425422,0.096,0.074,1
C1orf35,0.248974343,-0.112726269,0.09,0.096,1
DCTN2,0.249292343,0.407512104,0.176,0.133,1
STAU2,0.250177742,0.185960659,0.058,0.047,1
TRIOBP,0.250257142,0.684689238,0.056,0.035,1
WARS,0.250360706,0.78945898,0.129,0.091,1
ANAPC13,0.251555815,0.331017168,0.079,0.061,1
TMF1,0.251775143,-0.234086539,0.186,0.202,1
TMEM131,0.253141068,0.221866459,0.143,0.116,1
SLC20A1,0.25405003,0.14838665,0.143,0.124,1
H2AFY,0.2544765,0.245141747,0.265,0.219,1
NCOA6,0.254889442,0.217066043,0.068,0.055,1
ADSL,0.254910903,0.244435026,0.13,0.11,1
TCF7L2,0.254965269,0.564203807,0.07,0.051,1
HIPK2,0.258423893,-0.127949641,0.162,0.168,1
ACAP2,0.258583052,0.608544634,0.353,0.241,1
TOPORS,0.259171394,0.211787969,0.119,0.105,1
C6orf120,0.25950382,0.199178569,0.06,0.05,1
GOPC,0.260112475,0.430364407,0.077,0.055,1
RPS6KC1,0.26048635,0.363976935,0.075,0.054,1
SATB1,0.260789923,-0.407316961,0.135,0.179,1
MSRA,0.260886145,0.235648253,0.107,0.088,1
FAM192A,0.262046561,0.559048126,0.075,0.048,1
VMP1,0.262448003,0.156697076,0.205,0.18,1
SEC24B,0.262666912,-0.161420018,0.134,0.145,1
CKAP4,0.263034111,-0.444405605,0.086,0.108,1
CABIN1,0.263093303,0.368221188,0.112,0.084,1
EFCAB14,0.263245902,0.413042489,0.133,0.099,1
MAN2B1,0.263261724,0.329745749,0.169,0.131,1
CHSY1,0.263844055,0.463033815,0.057,0.037,1
HECA,0.264176461,-0.249803196,0.187,0.207,1
PRDM4,0.264595482,-0.166381691,0.049,0.054,1
SLC38A1,0.264764232,-0.349845875,0.309,0.359,1
RBM6,0.26498123,0.338180451,0.132,0.098,1
GRSF1,0.265188506,0.165532284,0.192,0.17,1
KIAA2026,0.265233495,0.328143785,0.155,0.121,1
8-Mar,0.265398386,-0.14398112,0.074,0.082,1
GPR107,0.265906864,-0.171998906,0.049,0.052,1
COG2,0.267161283,0.170872909,0.058,0.051,1
VPS37A,0.267201728,0.276379123,0.061,0.045,1
ACER3,0.267493497,0.389174348,0.069,0.05,1
VAMP7,0.26761174,-0.142435733,0.076,0.081,1
RNF44,0.267737212,0.214678677,0.127,0.103,1
ZAP70,0.267776897,0.39094599,0.269,0.227,1
NUP214,0.268220192,0.109556052,0.197,0.175,1
MTOR,0.268478568,-0.105840162,0.05,0.051,1
BAZ2B,0.269040585,0.287127569,0.077,0.058,1
AMFR,0.269163191,-0.221224945,0.119,0.133,1
AC005332.4,0.269919727,0.145978618,0.063,0.057,1
ITGB3BP,0.27021613,0.545871765,0.053,0.036,1
RSBN1L,0.270394502,0.692518574,0.11,0.067,1
AGL,0.270785646,-0.171665735,0.053,0.057,1
VRK3,0.270866121,0.554718999,0.062,0.04,1
USP36,0.27236115,-0.478503946,0.163,0.21,1
MGAT1,0.272503709,-0.111829782,0.185,0.167,1
SELL,0.272513094,0.632261297,0.277,0.2,1
SNAPC5,0.273064959,0.228347474,0.059,0.048,1
ENOSF1,0.274352148,0.126093696,0.06,0.053,1
PRMT9,0.274988709,-0.288180016,0.058,0.066,1
DCK,0.275748078,0.316065701,0.079,0.066,1
LCK,0.276558642,0.940037885,0.36,0.236,1
TTC39C,0.27708381,-0.161545448,0.239,0.259,1
PAG1,0.277134604,-0.103909598,0.152,0.157,1
CD4,0.277658184,0.722401269,0.162,0.099,1
ST3GAL5,0.278888198,-0.629882047,0.065,0.088,1
CERS2,0.281068276,0.826733695,0.111,0.061,1
ESF1,0.281070486,-0.247244886,0.089,0.105,1
KDM2B,0.281516887,-0.470993875,0.103,0.13,1
ATE1,0.281616239,0.192054999,0.099,0.085,1
ARL6IP6,0.281687268,0.365305307,0.074,0.056,1
TRNAU1AP,0.281794893,0.237561826,0.063,0.052,1
LETMD1,0.28204261,0.13023719,0.149,0.137,1
LMNB1,0.282350293,-0.254608563,0.082,0.091,1
ATIC,0.283699019,0.633837894,0.075,0.049,1
ZNHIT1,0.284091998,0.259094255,0.185,0.147,1
HDAC5,0.284549891,0.401789443,0.073,0.055,1
PDSS2,0.285032072,0.891307638,0.057,0.029,1
POLE3,0.285202722,-0.130488535,0.172,0.185,1
MARCKS,0.28608755,0.404694214,0.099,0.067,1
MYH9,0.287141142,0.322901785,0.448,0.373,1
CENPC,0.288595127,-0.275709451,0.408,0.462,1
BX890604.2,0.289346402,-0.299386469,0.04,0.05,1
NOA1,0.28978287,0.167013398,0.071,0.063,1
TUT7,0.290456115,0.215732753,0.157,0.129,1
TTC32,0.290938581,-0.2019233,0.08,0.096,1
ABHD13,0.291092531,-0.193164744,0.107,0.118,1
HIST1H2AK,0.291582309,-0.120998779,0.055,0.059,1
CHMP4B,0.292037482,-0.138705633,0.246,0.256,1
ING4,0.292538856,0.905586805,0.063,0.033,1
GOLPH3,0.29264167,0.274626221,0.159,0.129,1
KCTD7,0.292950948,0.475013356,0.051,0.036,1
ATP5F1B,0.29321337,-0.106137521,0.493,0.506,1
ANKRD13D,0.294384331,0.432442779,0.147,0.104,1
MDH1,0.294514207,0.151048805,0.171,0.152,1
PCID2,0.295138001,0.171421922,0.07,0.061,1
MED19,0.296477473,0.161184817,0.065,0.058,1
USE1,0.29738231,0.621467604,0.067,0.043,1
AC073332.1,0.297812071,-0.104877544,0.072,0.075,1
EXOC3,0.298193207,0.178480146,0.056,0.049,1
HAUS3,0.298961778,-0.431039302,0.189,0.248,1
UCK1,0.299118459,0.372388783,0.054,0.041,1
AKT2,0.299288563,-0.135281477,0.098,0.106,1
RDX,0.299492853,0.308214174,0.052,0.041,1
SYNRG,0.299869031,0.52287694,0.147,0.104,1
C9orf72,0.300712258,0.271446689,0.166,0.142,1
ELAC2,0.300938521,0.232595118,0.056,0.048,1
DUSP6,0.301335148,1.135317258,0.097,0.051,1
SELENOF,0.302259498,0.197482218,0.273,0.237,1
PROSER1,0.302300024,-0.495233779,0.04,0.052,1
ZNF699,0.302306785,-0.276751357,0.043,0.053,1
NCAPH2,0.302578673,-0.412210519,0.044,0.058,1
RUVBL2,0.30319787,0.750333078,0.061,0.034,1
CD40LG,0.303640928,0.276118664,0.057,0.051,1
GFM1,0.305089899,-0.114330281,0.064,0.067,1
WDR75,0.307113266,-0.424987914,0.062,0.085,1
EFTUD2,0.307738398,0.171948179,0.077,0.064,1
PRPSAP2,0.307748208,0.479111876,0.065,0.047,1
GTF3C4,0.308175886,-0.385249256,0.046,0.058,1
EPG5,0.308609643,-0.233153341,0.052,0.054,1
MRPL38,0.309599725,-0.13997958,0.117,0.124,1
RUFY3,0.309670043,0.473505435,0.059,0.04,1
SUPT4H1,0.309853778,0.224155359,0.237,0.204,1
ATP5F1C,0.311430974,0.148201557,0.333,0.3,1
PMF1,0.311675103,-0.206652726,0.098,0.107,1
PBX4,0.311734317,-0.934425217,0.074,0.123,1
C3orf38,0.311798031,-0.121481829,0.111,0.116,1
RNF141,0.312152481,0.284197982,0.069,0.056,1
HSD17B11,0.312290087,0.299686402,0.2,0.163,1
PIGBOS1,0.312449739,0.327873163,0.053,0.041,1
FAM241A,0.312494242,-0.173126329,0.083,0.087,1
SELPLG,0.312908873,1.193075244,0.237,0.122,1
WDR54,0.313147117,0.54399473,0.057,0.038,1
NOL7,0.31447307,-0.130294192,0.393,0.411,1
KLC1,0.314604505,0.164220203,0.129,0.111,1
KDM1A,0.315552407,0.138008965,0.095,0.084,1
EGLN1,0.315781066,0.194625393,0.098,0.083,1
GNB5,0.316177161,-0.166080218,0.06,0.068,1
DDX18,0.316337762,0.288157296,0.296,0.247,1
PCNP,0.316360029,-0.154021427,0.271,0.293,1
SMIM13,0.316408316,0.161123041,0.072,0.061,1
EXTL3,0.316567852,-0.322792011,0.053,0.061,1
GMDS-DT,0.316851527,0.590183113,0.063,0.044,1
EID1,0.317402628,0.114967048,0.363,0.33,1
ORMDL3,0.317488061,0.283126401,0.075,0.063,1
AP1M1,0.317527494,0.723115999,0.121,0.072,1
APTX,0.318295339,-0.130942173,0.067,0.074,1
PSMC2,0.318497332,-0.13668651,0.131,0.141,1
SIKE1,0.318771385,0.130136186,0.078,0.068,1
CHTOP,0.31880049,0.20244715,0.074,0.067,1
MRPS27,0.320496085,0.199888803,0.072,0.064,1
NMRK1,0.320605408,0.251512853,0.125,0.107,1
ATF1,0.322475268,0.427021464,0.061,0.042,1
EIF3B,0.324000436,-0.100406586,0.167,0.169,1
DPH1,0.325485724,-0.311153575,0.064,0.076,1
QTRT1,0.325684189,0.299662494,0.066,0.055,1
PRRC2A,0.326300959,0.348554143,0.131,0.1,1
MIA3,0.326992221,-0.280053263,0.17,0.188,1
UXS1,0.327556806,-0.205815779,0.085,0.092,1
MRPL45,0.327699983,-0.318930212,0.07,0.083,1
CTDSP2,0.328012775,0.216504186,0.102,0.086,1
NDUFA5,0.328110434,-0.203932647,0.21,0.236,1
ARPP19,0.328444958,-0.248904537,0.155,0.18,1
NKAP,0.328485263,-0.270078505,0.114,0.135,1
MLX,0.329730102,0.600311742,0.109,0.07,1
STAMBPL1,0.330065801,0.188843516,0.054,0.048,1
MVD,0.330319549,-0.19910346,0.117,0.123,1
MLLT10,0.33253018,0.28614362,0.111,0.089,1
COX11,0.332793891,0.354494969,0.08,0.065,1
CYP4V2,0.33303069,0.45714427,0.092,0.071,1
PPIE,0.333313185,0.529759672,0.078,0.053,1
CSNK1E,0.333621815,-0.416480895,0.085,0.112,1
MRPL42,0.334403975,0.145309642,0.058,0.053,1
KCNAB2,0.334508821,0.33215198,0.172,0.129,1
POLR2A,0.334695593,-0.152274172,0.179,0.187,1
OSBPL2,0.334862246,-0.211954905,0.056,0.062,1
TYK2,0.335700714,0.163428375,0.061,0.05,1
WNK1,0.335951412,0.156903737,0.168,0.142,1
DEK,0.336059428,0.344398711,0.352,0.288,1
TULP4,0.336952148,-0.275867459,0.095,0.108,1
CEP63,0.337753637,0.591599605,0.072,0.043,1
GGA1,0.339152549,0.351125572,0.102,0.08,1
TENT5C,0.340374736,-0.318616793,0.273,0.34,1
R3HDM2,0.340621014,0.114274862,0.294,0.266,1
ZGPAT,0.341537785,0.401862378,0.093,0.069,1
CDS2,0.341542105,-0.293697222,0.16,0.182,1
MAP4K2,0.342424718,0.268763369,0.085,0.072,1
TSFM,0.343183888,0.101943488,0.08,0.078,1
IMP4,0.343898282,-0.198688587,0.126,0.14,1
SNX9,0.346237426,-0.312639875,0.338,0.401,1
PREB,0.346298678,1.060040685,0.054,0.024,1
SAR1A,0.346682106,-0.471145393,0.159,0.208,1
YKT6,0.3474299,-0.177515013,0.079,0.081,1
BTBD6,0.348736807,0.459107118,0.084,0.064,1
MRPL12,0.349600413,0.699224161,0.055,0.032,1
IFNGR2,0.349900964,0.145945617,0.185,0.163,1
OTUD1,0.350085742,0.666004077,0.08,0.053,1
CHP1,0.35037702,0.205398557,0.124,0.1,1
ZNF675,0.350997671,-0.228711436,0.061,0.07,1
UHRF2,0.351900864,-0.199579687,0.112,0.123,1
PHF19,0.352016058,0.356095362,0.086,0.067,1
EDEM2,0.353008361,0.111446364,0.052,0.046,1
GIMAP4,0.353343585,1.229060593,0.174,0.08,1
XPO1,0.354066444,0.515567284,0.131,0.092,1
PCNX4,0.35533719,0.252971514,0.072,0.06,1
RPA2,0.355799916,0.739052635,0.111,0.065,1
STRN4,0.35600056,0.147205272,0.068,0.058,1
VPS26A,0.357067893,-0.282373527,0.167,0.191,1
WRAP73,0.35768414,0.118923405,0.054,0.049,1
CANX,0.35776601,0.317981105,0.298,0.232,1
RAB5A,0.358797036,-0.172621276,0.218,0.236,1
SNHG3,0.359368737,-0.294832716,0.125,0.158,1
SLC25A24,0.359715413,0.470475783,0.083,0.058,1
STK26,0.360703127,0.320404206,0.094,0.074,1
ABTB1,0.36095869,0.590061212,0.144,0.096,1
HAPLN3,0.361088386,-0.524777318,0.039,0.055,1
SPTLC1,0.362351731,-0.165968219,0.105,0.117,1
WDTC1,0.362540787,0.440424651,0.053,0.038,1
IFT52,0.363561036,0.374493925,0.061,0.047,1
IFI44,0.363807157,0.180029163,0.052,0.041,1
TUG1,0.365241648,0.125191544,0.062,0.054,1
ABHD10,0.365719104,-0.102574474,0.055,0.061,1
CDC25B,0.366157522,0.737422265,0.153,0.103,1
ANAPC10,0.36684813,-0.190499816,0.075,0.085,1
TP53I13,0.368189818,0.214453737,0.116,0.099,1
ERLEC1,0.36906705,-0.314293809,0.124,0.141,1
CIAO2A,0.369231708,0.635074773,0.152,0.097,1
ACOT8,0.369240023,0.695900698,0.052,0.031,1
ISG20L2,0.369650444,0.102016698,0.086,0.077,1
INTS6-AS1,0.370543683,-0.126660153,0.049,0.052,1
ABCA5,0.370590009,-0.103723918,0.049,0.052,1
AMMECR1,0.370852636,0.174854269,0.052,0.047,1
MKKS,0.371559541,0.497526701,0.05,0.033,1
ATG7,0.372950878,0.531732136,0.096,0.063,1
SYNC,0.373372289,0.383249979,0.089,0.068,1
ZMYM4,0.373545797,0.431894003,0.069,0.048,1
STAMBP,0.373632722,0.583012341,0.057,0.035,1
CCDC14,0.373665651,0.406723662,0.064,0.047,1
PDCD4-AS1,0.373779802,-0.253005044,0.044,0.052,1
NLRC5,0.373855085,0.331823618,0.135,0.107,1
ELF2,0.374282265,-0.204691112,0.276,0.303,1
SLC35A3,0.375270552,-0.536514952,0.057,0.076,1
THADA,0.375404524,0.305023418,0.07,0.052,1
TMEM127,0.376116313,0.202487547,0.088,0.073,1
ODF2L,0.378290721,0.355658351,0.098,0.076,1
C11orf1,0.378408236,-0.241354745,0.056,0.066,1
HDLBP,0.379332637,0.472630603,0.126,0.089,1
PDCD7,0.380360461,0.481911073,0.1,0.073,1
ANAPC1,0.380566261,-0.10973821,0.054,0.057,1
NKIRAS2,0.381293805,0.332364772,0.057,0.044,1
ZNF787,0.381592935,0.465423807,0.091,0.062,1
ZSCAN16-AS1,0.383561184,0.335102885,0.119,0.093,1
XPNPEP3,0.383831478,-0.15540571,0.06,0.063,1
TARSL2,0.384358077,0.14152237,0.148,0.137,1
GNA15,0.384431815,-0.213921253,0.077,0.078,1
PKN1,0.384731145,0.326835887,0.243,0.195,1
POLR2J3,0.385517233,-0.197990956,0.118,0.131,1
MPPE1,0.385649409,0.13506595,0.101,0.088,1
SPG11,0.387437924,0.644214137,0.085,0.051,1
YLPM1,0.388318826,-0.158002405,0.113,0.122,1
DDX55,0.389382003,-0.130116515,0.049,0.05,1
FBXO9,0.390546979,0.487935457,0.138,0.097,1
TPM4,0.391536726,-0.188533809,0.21,0.212,1
POLR2M,0.391882361,-0.209272793,0.133,0.157,1
TMEM189,0.392011705,0.109761935,0.084,0.075,1
HSBP1L1,0.392939625,-0.114854176,0.059,0.062,1
CHD9,0.392989849,0.367002508,0.147,0.108,1
MOGS,0.393247945,0.30311245,0.078,0.061,1
USP42,0.393783049,-0.130860686,0.088,0.093,1
LDLRAP1,0.396134903,0.440049535,0.092,0.071,1
ZFAS1,0.396908438,-0.19021089,0.606,0.658,1
EIF4EBP1,0.39766946,-0.108697152,0.089,0.073,1
TRDMT1,0.399067273,-0.223166028,0.062,0.068,1
AC005037.1,0.399158443,-0.173142712,0.05,0.055,1
ZNF12,0.399165349,0.260835639,0.053,0.043,1
TMEM167B,0.399819072,0.137969435,0.111,0.1,1
KIF13A,0.401744922,0.139277365,0.057,0.043,1
SREK1IP1,0.401851193,-0.233962912,0.168,0.194,1
CASP4,0.402710954,0.117636048,0.176,0.155,1
ASL,0.403496143,0.40966998,0.056,0.038,1
MORF4L2,0.404288873,-0.289753024,0.196,0.227,1
ZNF136,0.404625742,-0.174057197,0.058,0.068,1
ABCD3,0.405395516,-0.360351146,0.053,0.065,1
TRANK1,0.405583812,0.193567683,0.083,0.068,1
MTF1,0.407025943,0.144075738,0.05,0.043,1
MRPL58,0.407256594,0.116648803,0.077,0.068,1
FEZ2,0.407918112,0.570970387,0.056,0.036,1
TMEM208,0.408257013,0.41320016,0.09,0.063,1
BASP1,0.408304722,-0.620616836,0.062,0.067,1
ATXN7L1,0.409858242,0.239558266,0.069,0.058,1
ANKLE2,0.410150023,-0.37313562,0.165,0.202,1
MX1,0.41056971,0.208424626,0.075,0.064,1
KCTD13,0.410948553,0.320654133,0.051,0.04,1
DDX19B,0.412134379,-0.158544602,0.077,0.083,1
NBPF19,0.412527637,0.26394286,0.07,0.057,1
CCT7,0.413191038,0.323894271,0.229,0.187,1
ASXL2,0.413850868,0.901116414,0.069,0.037,1
TMED2,0.415019947,-0.180880114,0.247,0.27,1
AC245297.3,0.415856364,-0.110807408,0.136,0.141,1
CLN5,0.416259738,-0.106324034,0.062,0.066,1
TRAK1,0.417203507,0.103871089,0.079,0.066,1
ACD,0.417323363,0.6984859,0.073,0.045,1
AP1G1,0.417435123,-0.300528,0.135,0.153,1
TMEM8A,0.417648842,0.752638481,0.117,0.073,1
ATG10,0.418723702,0.186645145,0.059,0.051,1
NEK1,0.419213127,-0.395900611,0.068,0.083,1
TTC1,0.419267867,0.337638521,0.132,0.099,1
MTLN,0.419482205,0.52571994,0.123,0.083,1
